City,Facility Name,Provider Number,State,Address,Phone Number,zip,Latitude,Longitude,Yelp Rating
WALNUT CREEK,"JOHN MUIR MEDICAL CENTER, WOMEN'S HEALTH CENTER",05D1028629,CA,1656 N CALIFORNIA BLVD SUITE 100,9259417965,94596,37.901596,-122.0641249,3
SAN FRANCISCO,EDMOND LIU MD,05D1032226,CA,ONE SHRADER STREET SUITE 500,4158316441,94110,37.7747165,-122.4533377,5
SAN FRANCISCO,UCSF RADIOLOGY IMAGING CENTER LABORATORY,05D1035125,CA,"185 BERRY STREET, SUITE 190",4155148447,94107,37.7765973,-122.3919488,4
PALO ALTO,PALO ALTO MEDICAL FOUNDATION,05D1039645,CA,795 EL CAMINO REAL,6508532977,94301,37.4399863,-122.1617036,3.5
DALY CITY,ST ELIZABETH ANN SETON NEW LIFE CENTER,05D1041524,CA,1500 SOUTHGATE AVE STE 112,6503018882,94015,37.6753808,-122.4750723,1
SANTA CLARA,KAISER FOUNDATION HOSPITAL HOMESTEAD,05D1041991,CA,"710 LAWRENCE EXRESSWAY, 4TH FL, DEPT 494",4088514140,95051,37.3363342,-121.9974591,3
OAKLAND,EAST BAY AIDS CENTER MEDICAL GROUP,05D1045661,CA,3100 SUMMIT STREET 2ND FLOOR,5108698400,94609,37.8201507,-122.2639466,3
MOUNTAIN VIEW,MOUNTAIN VIEW ENDOSCOPY CENTER,05D1045743,CA,"2485 HOSPITAL DRIVE, SUITE 240",6509887488,94040,37.3696227,-122.0809483,3
FREMONT,"STANFORD CLINICAL LABORATORIES,FREMONT",05D1046473,CA,"2147 MOWRY AVENUE, SUITE C6",6507255600,94538,37.5578461,-121.9817464,2
PALO ALTO,SEQUOIA HOSPITAL OCCUPATIONAL HEALTH,05D1047172,CA,454 FOREST AVE,6505660290,94301,37.4462024,-122.157009,3
REDWOOD CITY,PALO ALTO MEDICAL FOUNDATION,05D1048930,CA,"805 VETERANS BLVD, SUITE 201",6508532213,94063,37.4912229,-122.2286058,3
SAN FRANCISCO,POST STREET SURGERY CENTER,05D1050912,CA,2299 POST STREET #108,4159233770,94115,37.784117,-122.4392111,3.5
OAKLAND,KAISER FOUNDATION HOSPITAL OAKLAND,05D1052056,CA,275 W MACARTHUR BLVD,5107526083,94611,37.8235207,-122.2585683,3
CONCORD,MT DIABLO SURGERY CENTER,05D1053027,CA,2540 EAST ST 2ND FL A-2,9256744740,94520,37.9827647,-122.0333245,3
OAKLAND,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,05D1053061,CA,2633 EAST 27TH STREET,5105355115,94601,37.7905759,-122.2220899,4
LOS GATOS,SAMARITAN CENTER FOR MEDICAL RESEARCH,05D1055911,CA,360 DARDANELLI LN STE 2G,4083560503,95032,37.2630074,-121.9669072,3.5
VALLEJO,LA CLINICA VALLEJO GREAT BEGINNINGS,05D1057049,CA,210 HOSPITAL DRIVE,7076457316,94589,38.1315035,-122.2387657,3
SAN FRANCISCO,CHINESE HOSPITAL'S EXCELSIOR HEALTH,05D1057684,CA,"888 PARIS STREET, #202",4156772488,94112,37.7160837,-122.4395578,2.5
OAKLAND,"BIRTH PLACE,THE",05D1057740,CA,2800 PARK BLVD,5106633330,94610,37.802459,-122.2395882,2.5
SAN JOSE,O'CONNOR WOUND CARE CENTER,05D1058150,CA,"125 CIRO AVE, SUTIE 201",4089472804,95128,37.3262385,-121.9385116,3.5
FREMONT,WASHINGTON HOSPITAL HEALTHCARE SYSTEM DIABETES,05D1058663,CA,3575 BEACON AVE,5107456556,94538,37.5494515,-121.9820129,2
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D1061946,CA,2305 CAMINO RAMON STE 270,9258668700,94583,37.7755312,-121.9646411,3
FREMONT,PROCEDURE SUITE-FREMONT CENTER,05D1061965,CA,3140 KEARNEY STREET,5104982919,94538,37.5481666,-121.9735678,4.5
FREMONT,WASHINGTON TOWNSHIP MEDICAL GROUP,05D1063326,CA,"1860 MOWRY AVENUE, SUITE 200",5107952026,94538,37.558335,-121.9786365,2
BERKELEY,BE WELL AT WORK- WELLNESS PROGRAM,05D1064081,CA,"TANG CENTER, 3RD FLOOR",5106423908,94720,37.867915,-122.2644008,3
PALO ALTO,PALO ALTO MEDICAL FOUNDATION,05D1065615,CA,"795 EL CAMINO REAL    LEE BUILDING, LEVEL 2",6508532976,94301,37.4399863,-122.1617036,3.5
MOUNTAIN VIEW,"PALO ALTO MEDICAL FOUNDATION FOR HEALTH, MV LAB",05D1067205,CA,701 E EL CAMINO REAL,6509347361,94040,37.3765268,-122.0651929,3
SAN FRANCISCO,EYE SURGERY CENTER OF SAN FRANCISCO,05D1071573,CA,1160 POST ST,4154401100,94109,37.7869575,-122.4207976,3
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D1071644,CA,"1455 MONTEGO, STE 104",9259461711,94598,37.9102059,-122.041527,5
CONCORD,JOHN MUIR MEDICAL GROUP,05D1071653,CA,"5161 CLAYTON ROAD, SUITE F",9256098285,94520,37.956103,-121.9672626,5
VACAVILLE,VACAVILLE URGENT CARE,05D1073870,CA,"1001 NUT TREE RD, SUITE 110",7074551343,95687,38.3563988,-121.953382,3
VACAVILLE,"SURGERY CENTER AT NORTH BAY,THE",05D1076008,CA,1006 NUT TREE RD,7074462800,95687,38.354842,-121.9503025,3
RICHMOND,BROOKSIDE COMMUNITY HEALTH CENTER- RICHMOND,05D1076670,CA,1030 NEVIN AVENUE,5102155001,94801,37.9366494,-122.359172,3
SANTA ROSA,KAISER SANTA ROSA OUTPATIENT SURGERY DEPARTMENT,05D1078751,CA,3975 OLD REDWOOD WAY,7075714000,95403,38.4839845,-122.7373708,3
NEWARK,WASHINGTON TOWNSHIP MEDICAL GROUP,05D1079385,CA,35500 DUMBARTON CT,5107977535,94560,37.5487351,-122.0520062,2
SAN JOSE,O'CONNOR FAMILY HEALTH CENTER,05D1079613,CA,"455 O'CONNOR DR, STE 200",4082837666,95128,37.326606,-121.9402893,2.5
UNION CITY,WASHINGTON TOWNSHIP MEDICAL GROUP,05D1079639,CA,33077 ALVARADO NILES RD,5104876000,94587,37.5927639,-122.0438358,2
BURLINGAME,PALO ALTO MEDICAL FOUNDATION,05D1080292,CA,1720 EL CAMINO REAL SUITE # 160,6502591674,94010,37.5938827,-122.3804416,3
BURLINGAME,PALO ALTO MEDICAL FOUNDATION-,05D1080393,CA,1501 TROUSDALE DRIVE,6502408119,94010,37.5921025,-122.3833423,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D1081409,CA,"110 SUTTER ST, 6TH FL",4152910480,94104,37.7902308,-122.4027026,2.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D1081713,CA,2 EMBARCADERO CENTER,4155783100,94111,37.7947881,-122.3984101,2.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D1081715,CA,3901 23RD ST,4158304744,94114,37.7530356,-122.4300245,3.5
FREMONT,WASHINGTON TOWNSHIP MEDICAL FOUNDATION,05D1082185,CA,39141 CIVIC CENTER DR STE 335,5102481000,94538,37.5540761,-121.9767535,2
PALO ALTO,BASS CENTER LABORATORY AT LPCH,05D1082619,CA,725 WELCH RD ROOM 1522,6507239571,94304,37.4355499,-122.1746382,3
REDWOOD CITY,LPCH SPECIAL CARE NURSERY AT SEQUOIA HOSPITAL,05D1082688,CA,"170 ALAMEDA DE LAS PULGAS, 3RD FLOOR ROOM T80",6507236122,94062,37.479843,-122.2546654,3.5
FREMONT,WASHINGTON TOWNSHIP MEDICAL GROUP,05D1085247,CA,"2557 MOWRY AVENUE, SUITE 12",5107933722,94538,37.5557213,-121.9830791,2
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D1085695,CA,1375 SUTTER STREET - STE 208,7075237220,94109,37.7872581,-122.4230053,3
SAN FRANCISCO,PACIFIC PAIN TREATMENT CENTER,05D1085696,CA,"2000 VAN NESS AVENUE, SUITE 402",4155671219,94109,37.7941573,-122.422614,3
DUBLIN,EPIC CARE,05D1085817,CA,6380 CLARK AVE,9254180279,94568,37.7047694,-121.9213997,5
SAN RAFAEL,NORTHERN CALIFORNIA PAIN CARE,05D1086170,CA,1050 NORTHGATE DRIVE SUITE 460,4154617246,94903,38.0080529,-122.5440147,2.5
MOUNTAIN VIEW,HOSPITAL DRIVE SURGERY CENTER,05D1086627,CA,2500 HOSPITAL DRIVE #9B,6505679800,94040,37.3682691,-122.0824676,4
OAKLAND,OAKLAND PEDIATRICS & BEHAVIORAL,05D1087693,CA,"2700 INTERNATIONAL BLVD, SUITE 11",5105331248,94601,37.7808837,-122.2311322,2.5
SAN MATEO,SAN MATEO SURGERY CENTER,05D1090125,CA,"66 BOVET ROAD, SUITE 103",6505700529,94402,37.5510575,-122.3150676,4
FREMONT,WASHINGTON TOWNSHIP MEDICAL GROUP,05D1090420,CA,"2299 MOWRY AVENUE, SUITE 3-A",5107941411,94536,37.556935,-121.9823536,2
ANTIOCH,SUTTER EAST BAY HOSPITALS,05D1091693,CA,3901 LONE TREE WAY - FALLMAN CENTER,9257797250,94509,37.9830274,-121.8025102,2
FREMONT,"MEDICAL ASSOCIATES OF FREMONT, INC",05D1091961,CA,39225 STATE STREET,5107941990,94538,37.5489198,-121.9829681,2
SAN FRANCISCO,UCSF PRENATAL DIAGNOSTIC CENTER,05D1092896,CA,"350 PARNASSUS AVENUE, SUITE 810",4153539162,94143,37.7642347,-122.4562335,3
FREMONT,"WASHINGTON TOWNSHIP MEDICAL GROUP, INC",05D1094936,CA,680 MURPHY AVENUE,5107921977,94536,37.5641425,-122.004179,2
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D1095899,CA,1450 TREAT BLVD STE 350,9255132646,94597,37.9260898,-122.0522716,5
LOS GATOS,EL CAMINO LOS GATOS,05D1096864,CA,815 POLLARD ROAD,4088664067,95030,37.2627564,-121.9696175,3
FREMONT,FREMONT PAIN TREATMENT CENTER,05D1097382,CA,656 MOWRY AVE,5108189237,94536,37.5663421,-121.9735947,4.5
REDWOOD CITY,ALLERGY & ASTHMA CONSULTANTS,05D1098263,CA,"369 MAIN ST, SUITE 200",6502166111,94063,37.4909695,-122.2266112,3
OAKLAND,HEART MEDICINE & CHEST PAIN CLINIC,05D1098938,CA,368 28TH STREET,5104657382,94609,37.8165322,-122.2647462,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D1102451,CA,559 CLAY ST # 200,4156445265,94111,37.7946707,-122.4025775,2.5
SAN LEANDRO,SAN LEANDRO DIALYSIS,05D1102496,CA,"15555 EAST 14TH STREET, SUITE 520",5103176510,94578,37.700337,-122.1262352,2
SANTA CLARA,KAISER SANTA CLARA CANCER TREATMENT CENTER,05D1106109,CA,3800 HOMESTEAD ROD,4088516330,95051,37.3364527,-122.001071,3
CAMPBELL,COMPREHENSIVE PAIN MANAGEMENT CENTER,05D1106785,CA,3425 S BASCOM AVE STE 200,4083565292,95008,37.2632762,-121.9442447,2.5
NOVATO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2000864,CA,101 ROWLAND WAY STE 220,7075237220,94945,38.0973043,-122.5595962,3.5
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D2000870,CA,106 LA CASA VIA SUITE 260,9252807192,94598,37.9121731,-122.0433918,5
REDWOOD CITY,UNIVERSITY MEDICAL GROUP,05D2004372,CA,2900 WHIPPLE AVE STE 145,5109748258,94062,37.4793569,-122.2562606,3.5
BURLINGAME,BAY AREA VEIN AND VASCULAR CENTER,05D2004895,CA,"1850 EL CAMINO REAL, STE 200",6506972431,94010,37.5960894,-122.3843572,3
SAN FRANCISCO,UCSF PRIMARY CARE LAUREL VILLAGE,05D2005225,CA,3490 CALIFORNIA ST STE 200,4155148447,94118,37.7868413,-122.4515705,3.5
SAN FRANCISCO,BABY CENTER HEALTH SERVICES,05D2006971,CA,163 FREELON STREET,4153447509,94107,37.7776013,-122.3980118,2.5
FREMONT,WASHINGTON TOWNSHIP MEDICAL GROUP,05D2007927,CA,1999 MOWRY AVE # 2-H,5107970700,94538,37.5582825,-121.9811688,2
LOS GATOS,STANFORD HOSPITAL & CLINICS,05D2010251,CA,16400 LARK AVE STE 350,4088273380,95032,37.2478775,-121.9569489,3.5
BURLINGAME,SAN MATEO COUNTY PRE-HOSPITAL EMERGENCY MEDICAL,05D2011562,CA,1510 ROLLINS RD,6503757424,94010,37.5932019,-122.3699955,3
OAKLAND,ADVANCED PHYSICAL MEDICINE AND REHABILITATION,05D2011567,CA,411 GRAND AVE,5104653668,94610,37.8085267,-122.2535429,3
HAYWARD,THE WOMEN'S CENTER AT ST ROSE,05D2013891,CA,27225 CALAROGA AVENUE,5103420020,94545,37.6319626,-122.0900025,2.5
UNION CITY,MERRY AND BRIGHT PEDIATRICS,05D2013893,CA,32142 ALVARADO BLVD,5104895711,94587,37.5897991,-122.0677206,2
OAKLAND,SUTTER HEALTH EAST BAY HOSPITALS,05D2014119,CA,3100 SUMMIT ST 2ND FLOOR,5108698958,94609,37.8201507,-122.2639466,3
SANTA CLARA,KAISER PERMANENTE CRISIS STABILIZATION PROGRAM,05D2014449,CA,3840 HOMESTEAD RD,4088516333,95051,37.3363237,-122.0018666,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2016081,CA,201 SPEAR STREET STE 230,4155039277,94105,37.7912629,-122.3920152,2.5
SAN FRANCISCO,UCSF GENERAL INTERNAL MEDICINE,05D2017629,CA,1545 DIVISADERO STREET 1ST & 2ND FLOORS,4153539162,94143,37.7840424,-122.4399151,3
SANTA ROSA,CONCENTRA-SANTA ROSA,05D2019222,CA,1221 N DUTTON AVE,7075438360,95401,38.4466453,-122.7323423,2.5
LOS GATOS,"PALO ALTO MEDICAL FOUNDATION FOR HEALTH CARE,",05D2019686,CA,360 DARDANELLI LN STE 2D,6509347780,95032,37.2630074,-121.9669072,3.5
MOUNTAIN VIEW,"PALO ALTO FOUNDATION FOR HEALTH CARE, RESEARCH",05D2019688,CA,MELCHOR PAVILLION 2490 HOSPITAL DR STE 102,6509347520,94040,37.3700236,-122.0824295,3
PALO ALTO,PALO ALTO HEALTH CENTER,05D2020144,CA,3000 HANOVER ST,6503191080,94304,37.4146379,-122.145929,3.5
LOS GATOS,LOS GATOS MEDICAL GROUP,05D2022974,CA,"555 KNOWLES DR, STE 109",4083700200,95032,37.261967,-121.9662407,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2023919,CA,2100 WEBSTER ST. STE 516,7075237220,94115,37.790622,-122.4321701,3
SAN FRANCISCO,PACIFIC DIALYSIS,05D2024783,CA,"2351 CLAY STREET, 4TH FLOOR",4156003258,94114,37.7907,-122.4316064,3
SAN FRANCISCO,DAVIES DIALYSIS,05D2024869,CA,"45 CASTRO STREET, SOUTH TOWER, 2ND FL",4156005075,94114,37.768847,-122.4354438,3
LOS GATOS,CARE FOR THE BAY AREA,05D2027865,CA,555 KNOWLES DR STE 212,4083482462,95032,37.261967,-121.9662407,3.5
SAN FRANCISCO,CARE PRACTICE,05D2028316,CA,508 A 14TH STREET,4158644444,94103,37.7680985,-122.4249143,3.5
FREMONT,FREMONT AT HOME,05D2029679,CA,"39355 CALIFORNIA ST, 1ST FL",5104941348,94538,37.5470248,-121.982235,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2030691,CA,"45 CASTRO STREET,STE 125",7075237220,94114,37.768847,-122.4354438,3
LOS ALTOS,LOS ALTOS SURGERY CENTER,05D2032154,CA,795 ALTOS OAKS DR,6502095894,94024,37.3595094,-122.0927987,3
EMERYVILLE,EPIC CARE,05D2037652,CA,1480 64TH ST STE 100,9254180259,94608,37.8445148,-122.292724,4
SAN FRANCISCO,ONE MEDICAL GROUP,05D2039179,CA,595 CASTRO ST,4155294099,94114,37.7594896,-122.4345811,3.5
REDWOOD CITY,"DIGNITY HEALTH MEDICAL GROUP-SEQUOIA,",05D2039317,CA,"2900 WHIPPLE AVENUE, SUITE 140",6502612366,94062,37.4793569,-122.2562606,3.5
MOUNTAIN VIEW,EL CAMINO HOSPITAL LABORATORY AT SENIOR HEALTH,05D2039860,CA,"2660 GRANT RD, STE E",6509624361,94040,37.3665226,-122.0784874,3
SAN FRANCISCO,GOLDEN GATE URGENT CARE,05D2040221,CA,2395 LOMBARD ST,4157962242,94123,37.7990429,-122.440741,3
SAN FRANCISCO,JAIL HEALTH SERVICES,05D2041324,CA,650 5TH ST STE 309,4159951700,94107,37.775591,-122.3980118,3
SAN JOSE,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,05D2042379,CA,455 O'CONNOR DR STE 200,4084453400,95128,37.326606,-121.9402893,2
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION,05D2044827,CA,3883 AIRWAY DR STE 203,7075237220,95403,38.4832435,-122.7396754,3
SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO AT HOME,05D2045185,CA,74 CAMARITAS AVE,6505898562,94080,37.6549644,-122.4367009,3
PIEDMONT,PIEDMONT PRIMARY CARE,05D2048299,CA,1345 GRAND AVE STE 103,5104284900,94610,37.8211616,-122.2442792,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2048679,CA,3885 24TH ST.,4155294522,94114,37.7514424,-122.4292724,3.5
OAKLAND,PIEDMONT PRIMARY CARE,05D2049379,CA,4333 PIEDMONT AVENUE,5105947400,94611,37.8296405,-122.2484552,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2049507,CA,3838 CALIFORNIA ST STE 510,7075237220,94118,37.786182,-122.4574719,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2050187,CA,909 HYDE ST STE 303,4156004264,94109,37.7893477,-122.4175451,3
SAN FRANCISCO,POSITIVE HEALTH PRACTICE,05D2050237,CA,350 PARNASSUS AVE STE 908,4155148447,94143,37.7642347,-122.4562335,4
REDWOOD CITY,"ACCESS HEALTH CALIFORNIA, A MEDICAL CORPORATION",05D2052273,CA,570 EL CAMINO REAL STE 120,6502573375,94063,37.4888432,-122.2387556,3.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2053138,CA,"501 2ND STREET, STE. 415",4155294567,94107,37.7832263,-122.3927897,2.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2053218,CA,"4 EMBARCADERO CENTER, LOBBY LEVEL",4155294566,94111,37.7953898,-122.3961067,2.5
MOUNTAIN VIEW,PALO ALTO MEDICAL FOUNDATION,05D2054792,CA,"701 E. EL CAMINO REAL, 1NW",6504048440,94040,37.376491,-122.065191,3
LOS GATOS,PALO ALTO MEDICAL FOUNDATION - LOS GATOS,05D2056599,CA,15400 LOS GATOS BLVD.,6506143279,95032,37.2455869,-121.9571762,3.5
SAN JOSE,PALLIATIVE CARE CENTER-SILICON VALLEY,05D2057812,CA,"455 O'CONNOR DRIVE, STE. 300",4082777777,95128,37.326606,-121.9402893,2
SAN FRANCISCO,WALGREENS # 03849,05D2059448,CA,745 CLEMENT ST,4156685250,94118,37.782535,-122.4673787,3
SAN JOSE,WALGREENS # 03754,05D2059451,CA,1399 W SAN CARLOS ST,4089713098,95126,37.3238481,-121.9134428,4.5
SAN FRANCISCO,WALGREENS # 3711,05D2059473,CA,1189 POTRERO AVE.,4156471397,94110,37.7533313,-122.4061099,3
SANTA CLARA,WALGREENS # 2740,05D2059476,CA,3460 EL CAMINO REAL,4082611047,95051,37.3518528,-121.9920746,5
SAN RAFAEL,MARIN MEDICAL PHARMACY,05D2059483,CA,"750 LAS GALLINAS AVE., # 104",4154791930,94903,38.007131,-122.5463336,3.5
MOUNTAIN VIEW,EL CAMINO LABORATORY AT EMPLOYEE WELLNESS,05D2059710,CA,2500 GRANT RD GC30,6509407021,94040,37.3691242,-122.0798702,3
HAYWARD,WALGREENS # 02306,05D2060010,CA,1138 W. TENNYSON RD.,5102939031,94544,37.6303534,-122.0764822,2.5
SAN FRANCISCO,WALGREENS # 01126,05D2060020,CA,1979 MISSION ST.,4155588749,94103,37.7656304,-122.4195169,3
SAN FRANCISCO,WALGREENS # 00896,05D2060027,CA,3601 CALIFORNIA ST.,4156685202,94118,37.7861899,-122.4535797,3.5
SAN FRANCISCO,WALGREENS # 02152,05D2060711,CA,1899 FILLMORE ST.,4157714603,94115,37.7868145,-122.4336926,3
SAN FRANCISCO,WALGREENS # 02153,05D2060714,CA,790 VAN NESS AVE.,4152926155,94102,37.7827522,-122.4204903,3
SAN FRANCISCO,WALGREENS # 01403,05D2060721,CA,3201 DIVISADERO ST.,4159316417,94123,37.7992069,-122.4429639,3
SAN FRANCISCO,WALGREENS # 00887,05D2060731,CA,1524 POLK ST.,4156734701,94109,37.7910146,-122.4204903,3
SAN FRANCISCO,WALGREENS # 00893,05D2060732,CA,1344 STOCKTON ST.,4159816274,94133,37.7982998,-122.4084773,3
SAN FRANCISCO,WALGREENS # 01283,05D2060733,CA,500 GEARY ST.,4156738413,94102,37.7871976,-122.4118048,3
SAN FRANCISCO,WALGREENS # 01297,05D2060735,CA,670 4TH ST,4158560543,94107,37.7771087,-122.3952409,3
SAN RAFAEL,EYE INSTITUTE OF MARIN,05D2061287,CA,4000 CIVIC CENTER DR STE 200A,4154440300,94903,38.0044896,-122.5382765,2.5
SAN FRANCISCO,WALGREENS # 02521,05D2061617,CA,"300 MONTGOMERY ST., # STLV",4157882984,94104,37.7924029,-122.4024972,3
CAMPBELL,WALGREENS # 02957,05D2061619,CA,1660 WINCHESTER BLVD.,4083787916,95008,37.2930638,-121.9492219,2
SAN FRANCISCO,WALGREENS # 03185,05D2061623,CA,825 MARKET ST.,4155439502,94103,37.7850683,-122.4063701,3
SAN FRANCISCO,WALGREENS # 03358,05D2061624,CA,1301 FRANKLIN ST.,4157756706,94109,37.7865637,-122.4235873,3
SAN FRANCISCO,WALGREENS # 03624,05D2061626,CA,275 SACRAMENTO ST,4153625227,94111,37.7941618,-122.3986313,3
SAN FRANCISCO,WALGREENS # 04492,05D2061629,CA,33 DRUMM ST.,4159896116,94111,37.7941575,-122.3969497,3
SAN FRANCISCO,WALGREENS # 04558,05D2061633,CA,300 GOUGH ST,4155810600,94102,37.7761654,-122.4227029,3
SAN FRANCISCO,WALGREENS # 04609,05D2061635,CA,1301 MARKET ST.,4158614010,94103,37.7771352,-122.4164107,3
SANTA CLARA,SAN JOSE EYE INSTITUTE,05D2061818,CA,100 N WINCHESTER BLVD STE 350,4082794664,95050,37.3287033,-121.9513105,2
SOUTH SAN FRANCISCO,WALGREENS # 03346,05D2062015,CA,399 EL CAMINO REAL,6505838685,94080,37.6452852,-122.4278788,3
OAKLAND,WALGREEN # 13595,05D2062253,CA,1333 BROADWAY,5108321594,94612,37.8041472,-122.2718134,3
OAKLAND,WALGREENS # 10526,05D2062266,CA,"3250 LAKESHORE AVE., # B",5102710843,94610,37.8097414,-122.2442512,2.5
SAN FRANCISCO,WALGREENS # 15127,05D2062290,CA,"1175 COLUMBUS AVE.,",4153451079,94133,37.8047283,-122.4170392,3
SAN FRANCISCO,WALGREENS # 13669,05D2062294,CA,776 MARKET ST.,4153970837,94102,37.7864349,-122.4055426,3
WALNUT CREEK,CHILDRENS WALNUT CREEK OUTPATIENT SURGERY,05D2062405,CA,2401 SHADELANDS DR,5104283885,94598,37.925531,-122.0267403,4.5
SAN FRANCISCO,WALGREENS # 07043,05D2062607,CA,459 POWELL ST,4159840793,94102,37.7890069,-122.4087534,3
SAN FRANCISCO,WALGREENS # 07044,05D2062608,CA,88 SPEAR ST.,4158560733,94105,37.7925449,-122.394355,3
SAN FRANCISCO,WALGREENS # 06625,05D2062609,CA,2141 CHESTNUT ST.,4155679320,94123,37.8003025,-122.4384613,3
SAN FRANCISCO,WALGREENS # 10044,05D2062613,CA,"45 CASTRO ST., STE 124",4155650991,94114,37.768847,-122.4354438,3
SAN FRANCISCO,WALGREENS # 03707,05D2063747,CA,"2100 WEBSTER ST., # 105",4154415742,94115,37.790622,-122.4321701,3
VALLEJO,WALGREENS # 3171,05D2063748,CA,1050 REDWOOD ST.,7075576948,94590,38.1231659,-122.2501665,2.5
OAKLAND,WALGREENS # 03170,05D2063750,CA,3400 TELEGRAPH AVE.,5105970458,94609,37.8227531,-122.2656546,3
SAN FRANCISCO,WALGREENS # 04275,05D2064209,CA,456 MISSION ST.,4153489600,94105,37.7900109,-122.3976043,3
OAKLAND,WALGREENS # 1537,05D2064213,CA,3232 FOOTHILL BLVD,5102614552,94601,37.784157,-122.222268,2.5
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION,05D2064799,CA,3883 AIRWAY DR STE 220,7075217750,95403,38.4832435,-122.7396754,3
MOUNTAIN VIEW,VALLEY MEDICAL CONSULTANTS INC,05D2065021,CA,2490 HOSPITAL DR STE 104,6509624410,94040,37.3697973,-122.0823749,3
FAIRFIELD,PACIFIC PAIN INSTITUTE,05D2065207,CA,1125 MISSION ST STE 205,5102782700,94533,37.7784819,-122.41126,3
SAN RAFAEL,BAY AREA PAIN & WELLNESS CENTER,05D2065663,CA,1050 NORTHGATE DRIVE STE 460,4154617246,94903,38.0080529,-122.5440147,2.5
OAKLAND,KAISER FOUNDATION HOSPITAL LABORATORY,05D2065697,CA,3600 BROADWAY,5107526083,94611,37.8234923,-122.2581218,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2068061,CA,98 GOUGH STREET,4152305489,94102,37.7739782,-122.4221718,3
BERKELEY,ONE MEDICAL GROUP,05D2068129,CA,1801 SHATTUCK AVE  STE A,5102251025,94709,37.874601,-122.2683574,3
MOUNTAIN VIEW,MOUNTAIN VIEW ENDOSCOPY CENTER,05D2077736,CA,2490 HOSPITAL DR STE 211,6509887488,94040,37.3697973,-122.0823749,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2078490,CA,3838 CALIFORNIA ST 8TH FL,7075237220,94118,37.786182,-122.4574719,3.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2078494,CA,840 IRVING ST,4155906140,94122,37.7641941,-122.4672878,4
SAN FRANCISCO,UCSF MEDICAL CENTER-MOUNT ZION RADIOLOGY,05D2080741,CA,"2330 POST ST, STE 159",4155148447,94115,37.7844665,-122.4404425,3
SAN FRANCISCO,INTEGRATED PAIN CARE,05D2082415,CA,2299 POST ST STE 211,4154405400,94115,37.784117,-122.4392111,3.5
SAN JOSE,VALLEY MEDICAL ONCOLOGY CONSULTANTS,05D2082916,CA,2101 FOREST AVE STE 124,9257348130,95128,37.3277715,-121.9370427,2
MOUNTAIN VIEW,EL CAMINO HOSPITAL LABORATORY AT,05D2084402,CA,2660 GRANT RD STE E,6509624370,94040,37.3665226,-122.0784874,3
SAN FRANCISCO,UCSF STUDENT HEALTH AND COUNSELING SERVICES,05D2084925,CA,500 PARNASSUS  MU LEVEL P8 ROOM 5,4154768745,94143,37.7638262,-122.4584614,3
WALNUT CREEK,WALNUT CREEK WEST DIALYSIS,05D2085279,CA,1221 ROSSMOOR PKWY,9252959830,94595,37.8785045,-122.0710943,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2086009,CA,220 MONTGOMERY STE 1212,4153928200,94104,37.7912944,-122.401906,2.5
SAN FRANCISCO,UCSF CLINICAL LABS AT MISSION BAY,05D2086535,CA,"1975 4TH ST, 3RD FL, RM C3636",4155029768,94158,37.7648549,-122.3902697,2.5
PALO ALTO,STANFORD ADVANCED MEDICINE CENTER,05D2086676,CA,875 BLAKE WILBUR DR,6507236122,94304,37.4357319,-122.1762866,3
SAN FRANCISCO,UCSF MEDICAL CENTER AT MISSION BAY,05D2086678,CA,1824 4TH ST RM M2369,4153531613,94158,37.7667706,-122.3908298,2.5
SAN FRANCISCO,CITY SURGICAL CENTER,05D2087577,CA,2299 POST ST STE 108,4159233770,94115,37.784117,-122.4392111,3.5
